상호명,도로명주소,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,행정동명,경도,위도
119열쇠.COM,"서울특별시 동작구 성대로1길 6, (상도동)",소매,철물/난방/건설자재소매,열쇠판매/수리,철물 및 난방용구 소매업,상도4동,126.932808084342,37.5003303618155
정원수산,"서울특별시 동작구 노들로 688, (노량진동)",소매,음/식료품소매,수산물소매,수산물 소매업,노량진1동,126.944510421835,37.5150054461214
새재정보통신,"서울특별시 동작구 신대방4길 14-1, (신대방동)",소매,기타판매업,통신판매,전자상거래업,신대방1동,126.912022263034,37.488562290453295
구립신대방1동어린이집,"서울특별시 동작구 신대방1길 44, (신대방동)",학문/교육,유아교육,어린이집,보육시설 운영업,신대방1동,126.909134473086,37.4865263235635
형가원보쌈,"서울특별시 동작구 동작대로1길 33, (사당동)",음식,한식,족발/보쌈전문,한식 음식점업,사당1동,126.979503326198,37.4771984745813
브라운스톤어린이집,"서울특별시 동작구 상도로31길 19, (상도동, 상도이수브라운스톤아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,상도2동,126.94424375216299,37.505830401509705
무지개어린이집,"서울특별시 동작구 성대로6가길 29, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도3동,126.93318372969,37.4977747782728
K호프,"서울특별시 동작구 보라매로5길 43, (신대방동, 보라매삼성쉐르빌)",음식,유흥주점,호프/맥주,기타 주점업,신대방2동,126.92335679189101,37.491423339167795
키즈어린이집,"서울특별시 동작구 서달로12길 46, (흑석동)",학문/교육,유아교육,어린이집,보육시설 운영업,흑석동,126.96299569640699,37.5058793805491
슬기어린이집,"서울특별시 동작구 남부순환로269길 21, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당1동,126.977813762566,37.477562312538204
리틀엔젤어린이집,"서울특별시 동작구 대방동길 20, (대방동, 은송아트빌)",학문/교육,유아교육,어린이집,보육시설 운영업,대방동,126.927898807768,37.5011869551922
색동원어린이집,"서울특별시 동작구 사당로2자길 38, (사당동, 트윈)",학문/교육,유아교육,어린이집,보육시설 운영업,사당5동,126.96450318559299,37.488448262723395
산들어린이집,"서울특별시 동작구 국사봉길 86-6, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도3동,126.930694490536,37.4962745527719
큐노래연습장,"서울특별시 동작구 동작대로7길 80, (사당동)",관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,사당1동,126.97828451690901,37.4778637323419
아쿠아스케치,"서울특별시 동작구 노량진로26길 30, (본동)",소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,노량진1동,126.954766778255,37.5111951198841
CU,"서울특별시 동작구 상도로 266, (상도1동)",소매,종합소매점,편의점,체인화 편의점,상도1동,126.947206554092,37.5034510466513
승혜유치원,"서울특별시 동작구 성대로21길 15, (상도동)",학문/교육,학원기타,학원(종합),일반 교과 학원,상도4동,126.937061449519,37.4986657301901
홍콩반점0410,"서울특별시 동작구 흑석로 101-3, (흑석동)",음식,중식,중국음식/중국집,중식 음식점업,흑석동,126.96067235983801,37.5078502790846
GS25대방성남점,"서울특별시 동작구 대방동23길 18, (대방동)",소매,종합소매점,편의점,체인화 편의점,대방동,126.924350229309,37.504155181253296
또순이반찬,"서울특별시 동작구 동작대로29길 17, (사당동)",소매,음/식료품소매,반찬가게,기타 식료품 소매업,사당2동,126.98090585681999,37.4879781770235
코사활인마트,"서울특별시 동작구 흑석로 13, (상도1동)",소매,종합소매점,수퍼마켓,슈퍼마켓,상도1동,126.952183431975,37.5050360925087
유하,"서울특별시 동작구 사당로 159, (사당동)",생활서비스,광고/인쇄,광고물제작,간판 및 광고물 제조업,사당3동,126.96724217146001,37.487445038512504
다다에,"서울특별시 동작구 여의대방로 82, (신대방동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,신대방2동,126.915773222289,37.4966070890618
사과나무어린이집,"서울특별시 동작구 동작대로29길 110, (사당동, 신동아4차)",학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.97795086525299,37.4899079350083
미즈플라워,"서울특별시 동작구 사당로 176-10, (사당동)",소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,사당5동,126.967817004166,37.485936293836204
카페더블유,"서울특별시 동작구 흑석로 84, (흑석동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,흑석동,126.953838046904,37.5047984647821
수협노량진수산,"서울특별시 동작구 노들로 688, (노량진동)",음식,일식/수산물,음식점-일식,일식 음식점업,노량진1동,126.944510421835,37.5150054461214
로뎀어린이집,"서울특별시 동작구 양녕로26길 11, (상도동, 약수맨션)",학문/교육,유아교육,어린이집,보육시설 운영업,상도4동,126.944264052782,37.4987663628776
노량진3D고시뷔페,"서울특별시 동작구 장승배기로28길 19, (노량진동, 56빌딩)",음식,부페,종합부페,,노량진1동,126.941322739679,37.5124449756728
서울우유신대방대리점,"서울특별시 동작구 신대방16길 31, (신대방동)",소매,음/식료품소매,우유판매,음료 소매업,신대방1동,126.909229088993,37.4909062894477
알촌,"서울특별시 동작구 상도로61길 23, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도1동,126.956224462227,37.4950521971892
무한장어,"서울특별시 동작구 상도로 50, (대방동)",음식,한식,한식/백반/한정식,한식 음식점업,대방동,126.925999515035,37.4995568271892
CU,"서울특별시 동작구 동작대로27가길 20, (사당동)",소매,종합소매점,편의점,체인화 편의점,사당2동,126.98101344118,37.486717630190796
피자보이시나,"서울특별시 동작구 만양로14길 21, (노량진동)",음식,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",노량진1동,126.945380449784,37.511859553702294
건반이야기음악학원,"서울특별시 동작구 알마타길 20, (대방동)",학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,대방동,126.92729530623001,37.5109578321537
비채에프투에프,"서울특별시 동작구 노량진로 48, (대방동)",생활서비스,기타서비스업,사업경영상담,경영컨설팅업,대방동,126.931078014067,37.5130014584334
용화공인중개사사무소,"서울특별시 동작구 상도로 393-1, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도1동,126.95581913502,37.4941115226564
동작이수어린이집,서울특별시 동작구 동작대로35사길 13,학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.98034101734,37.4929290944264
아람중화요리,"서울특별시 동작구 현충로 151, (흑석동, 한강현대아파트)",음식,중식,중국음식/중국집,중식 음식점업,흑석동,126.970617005438,37.506018127451
엘프어린이집,"서울특별시 동작구 동작대로29길 110, (사당동, 신동아4차)",학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.977866439473,37.4902946572924
문화어린이집,"서울특별시 동작구 사당로13길 24, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당3동,126.972395878995,37.485156251228105
우성공인중개사무소,"서울특별시 동작구 흑석로9길 3, (흑석동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,흑석동,126.95988483292601,37.5075460008813
무슈,"서울특별시 동작구 상도로15길 52, (상도동)",소매,기타판매업,통신판매,전자상거래업,상도3동,126.93454927219601,37.5027518772202
비둘기어린이집,"서울특별시 동작구 여의대방로44길 47, (대방동, 대방주공아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,대방동,126.930409455935,37.509913828520396
예능어린이집,"서울특별시 동작구 상도로15길 45, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도3동,126.934143320564,37.502667120633795
라이언,"서울특별시 동작구 동작대로29나길 35, (사당동)",소매,기타판매업,통신판매,전자상거래업,사당2동,126.98060030186899,37.48966051035121
인생곱창,"서울특별시 동작구 상도로12길 5-4, (상도동)",음식,한식,곱창/양구이전문,한식 음식점업,상도3동,126.92991746620199,37.49921394383429
드림유통,"서울특별시 동작구 성대로10길 11, (상도동, 은성빌리지)",소매,기타판매업,통신판매,전자상거래업,상도4동,126.934740692,37.49723918928421
동작우체국,"서울특별시 동작구 여의대방로22길 77, (신대방동)",생활서비스,운송/배달/택배,우체국/우편물취급소,우편업,신대방2동,126.924507640025,37.4979123577826
고은어린이집,"서울특별시 동작구 신대방2길 42-10, (신대방동)",학문/교육,유아교육,어린이집,보육시설 운영업,신대방1동,126.912608694563,37.4894507166984
풍년집정육식당,"서울특별시 동작구 상도로 383, (상도동)",음식,한식,한식/백반/한정식,한식 음식점업,상도1동,126.95510553468901,37.4950062634461
모든삐아제어린이집,"서울특별시 동작구 국사봉5길 7, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도3동,126.930582060972,37.4978143274666
가마로강정숭실대,"서울특별시 동작구 상도로 357, (상도동, 강남상가)",음식,닭/오리요리,후라이드/양념치킨,치킨 전문점,상도1동,126.95349547456999,37.49692926908371
검안아이케어안경,"서울특별시 동작구 노량진로 196, (노량진동)",소매,사진/광학/정밀기기소매,안경원,안경 소매업,노량진1동,126.94749089127599,37.513004687641704
상떼빌키즈어린이집,"서울특별시 동작구 신대방1가길 38, (신대방동, 성원상떼빌)",학문/교육,유아교육,어린이집,보육시설 운영업,신대방1동,126.906887254795,37.4878751449498
은혜어린이집,"서울특별시 동작구 현충로 151, (흑석동, 한강현대아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,흑석동,126.970617005438,37.506018127451
시원키즈스쿨어린이집,"서울특별시 동작구 만양로 19, (노량진동, 신동아리버파크)",학문/교육,학원-어학,학원-어린이영어,외국어학원,노량진1동,126.945279541301,37.5077769077646
theKIDS대방어린이집,"서울특별시 동작구 보라매로5가길 24, (신대방동, 보라매나산스위트)",학문/교육,학원기타,학원(종합),일반 교과 학원,신대방2동,126.92394416170099,37.4906808204377
구립상도4동어린이집,"서울특별시 동작구 상도로22길 45, (상도동)",학문/교육,학원기타,학원(종합),일반 교과 학원,상도4동,126.93730775600099,37.501235933895394
한국건축토목학원,"서울특별시 동작구 노량진로 146, (노량진동)",소매,기타판매업,통신판매,전자상거래업,노량진1동,126.942148358081,37.5132543046129
튼튼영어마스터클럽신대방보습학원,"서울특별시 동작구 상도로 45, (대방동)",학문/교육,학원-어학,학원-어린이영어,외국어학원,대방동,126.925608848751,37.499985777401
숲속작은어린이집,"서울특별시 동작구 등용로10길 24, (대방동)",학문/교육,유아교육,어린이집,보육시설 운영업,대방동,126.933346984265,37.5101476333183
구립푸른솔어린이집,"서울특별시 동작구 상도로52길 23, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도1동,126.951014690556,37.4972226334603
구립사당3동청소년독서실,"서울특별시 동작구 사당로13길 50, (사당동)",학문/교육,도서관/독서실,독서실,독서실 운영업,사당3동,126.971623314394,37.4862488136575
탈렌트노래연습장,"서울특별시 동작구 동작대로25길 40, (사당동)",관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,사당2동,126.980215683118,37.4855123455294
행복한어린이집,"서울특별시 동작구 성대로3길 13, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도4동,126.933136916099,37.5002702587795
하늘땅공인중개사사무소,"서울특별시 동작구 동작대로7길 21, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당1동,126.980568311854,37.4795323894079
초록어린이집,"서울특별시 동작구 동작대로29길 119, (사당동, 극동아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.97529782662399,37.491245542421204
샛별어린이집,"서울특별시 동작구 성대로27길 12, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도4동,126.939112085893,37.499206772568996
해와달어린이집,"서울특별시 동작구 성대로16길 67-6, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도4동,126.93916965948999,37.4959364824934
새싹어린이집,"서울특별시 동작구 동작대로29길 119, (사당동, 극동아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.975337809949,37.4891464366666
서울노량진2동우편취급소,"서울특별시 동작구 등용로14길 68, (노량진동)",생활서비스,운송/배달/택배,우체국/우편물취급소,우편업,노량진2동,126.935284902599,37.5122735667131
세지말스피치학원,"서울특별시 동작구 동작대로 71, (사당동)",학문/교육,학원기타,학원-심리변론,그외 기타 분류안된 교육기관,사당1동,126.981540894056,37.482847646736296
샤론어린이집,"서울특별시 동작구 동작대로39가길 55, (동작동, 금강케이씨씨아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.978179282724,37.4938925631779
노량진비타에듀3.0입시학원,"서울특별시 동작구 노량진로 186, (노량진동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,노량진1동,126.946015230179,37.5125680366114
그라시아공인중개사사무소,"서울특별시 동작구 사당로26길 86, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당1동,126.97792661182301,37.4800682202555
부마트,"서울특별시 동작구 사당로16마길 2, (사당동)",소매,종합소매점,수퍼마켓,슈퍼마켓,사당4동,126.972215919655,37.4817847462182
대림삐아제놀이방,"서울특별시 동작구 여의대방로44길 10, (대방동, 대림아파트)",학문/교육,유아교육,놀이방,보육시설 운영업,대방동,126.925495355452,37.50790494647121
하나어린이집,"서울특별시 동작구 남부순환로257가길 22, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당1동,126.974936557413,37.4779608811329
영성공인중개사사무소,"서울특별시 동작구 동작대로43길 1-3, (동작동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당2동,126.98229048610901,37.495937398950204
명품수학,"서울특별시 동작구 상도로22나길 31, (상도동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,상도4동,126.93696748707599,37.5013049560864
헤어아티스트엠중앙대,"서울특별시 동작구 서달로 161, (흑석동)",생활서비스,이/미용/건강,여성미용실,두발미용업,흑석동,126.96209795816799,37.5078177618838
재원몬테소리어린이집,"서울특별시 동작구 상도로55길 47, (상도동, 상도삼성래미안2차)",학문/교육,유아교육,어린이집,보육시설 운영업,상도1동,126.958961178713,37.498311117095604
에찌,"서울특별시 동작구 장승배기로 176, (노량진동)",음식,유흥주점,기타일반유흥주점,일반유흥 주점업,노량진1동,126.940486543022,37.51318534638371
무림어린이집,"서울특별시 동작구 신대방13길 1, (신대방동)",학문/교육,유아교육,놀이방,보육시설 운영업,신대방1동,126.90971740907,37.4892078171636
중앙대학교구내서점,"서울특별시 동작구 흑석로 84, (흑석동)",소매,책/서적/도서,서점,서적 및 잡지류 소매업,흑석동,126.953838046904,37.5047984647821
동작구청어린이집,"서울특별시 동작구 장승배기로 161, (노량진동)",학문/교육,유아교육,어린이집,보육시설 운영업,노량진2동,126.93993034297199,37.512522591739895
아이티스터디온,"서울특별시 동작구 성대로12가길 16, (상도동, 명진주택)",생활서비스,대행업,이민유학알선,그외 기타 달리 분류되지 않은 개인 서비스업,상도4동,126.936904025475,37.497006384163704
예동영재어린이집,"서울특별시 동작구 사당로2길 64, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당5동,126.96448912034401,37.4902862853564
화신건재,"서울특별시 동작구 장승배기로10가길 30, (상도동)",소매,철물/난방/건설자재소매,철물/건설자재소매,철물 및 난방용구 소매업,상도2동,126.940042003725,37.50302655482471
GS25동작노량,"서울특별시 동작구 노량진로 104, (노량진동)",소매,종합소매점,편의점,체인화 편의점,노량진2동,126.937559157564,37.513023893373706
하나놀이방,"서울특별시 동작구 상도로47가길 16, (상도1동)",학문/교육,유아교육,놀이방,보육시설 운영업,상도1동,126.951202882449,37.5007474079653
제이비엠수학보습학원,"서울특별시 동작구 여의대방로36길 29, (대방동)",학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,대방동,126.92448489773001,37.505805322725394
글로벌부동산,"서울특별시 동작구 동작대로29길 119, (사당동, 극동아파트)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당2동,126.977782001805,37.48985241083621
구립명수대청소년독서실,"서울특별시 동작구 서달로10다길 11, (흑석동)",학문/교육,도서관/독서실,독서실,독서실 운영업,흑석동,126.963656875666,37.5046867874849
건영어린이집,"서울특별시 동작구 만양로 26, (상도동, 건영아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,상도2동,126.948836334347,37.50740314243679
아띠어린이집,"서울특별시 동작구 양녕로 170, (상도동, 롯데캐슬비엔)",학문/교육,유아교육,어린이집,보육시설 운영업,상도4동,126.94353130254801,37.496993755668896
나눔재단월드채널,"서울특별시 동작구 등용로 19, (상도동)",관광/여가/오락,요가/단전/마사지,단전호흡,그외 기타 스포츠시설 운영업,상도2동,126.936341491045,37.505570287101605
중앙공인중재사사무소,"서울특별시 동작구 장승배기로 44, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도2동,126.94094175749201,37.5017821681514
흑석어린이집,서울특별시 동작구 서달로4길 46,학문/교육,유아교육,어린이집,보육시설 운영업,흑석동,126.96167473128901,37.4999929321769
꿈동이어린이집,"서울특별시 동작구 성대로12길 11, (상도동, 성대아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,상도4동,126.935656226142,37.497274473218496
아이세상어린이집,"서울특별시 동작구 상도로15길 11, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도3동,126.932870700292,37.5014932791765
노량진1동우편취급국,"서울특별시 동작구 장승배기로24길 6, (노량진동)",생활서비스,운송/배달/택배,우체국/우편물취급소,우편업,노량진1동,126.94050314929399,37.5104102712547
모던사무용가구,"서울특별시 동작구 동작대로 207, (동작동)",소매,가구소매,가구판매-사무용가구,가구 소매업,사당2동,126.982371290469,37.4949829795805
아이엔티심포니오케스트라,"서울특별시 동작구 등용로 38, (상도동, 상도동래미안1차)",관광/여가/오락,연극/영화/극장,연극/음악/예술관련기타,,상도2동,126.935213210011,37.506172833844296
이레어린이집,"서울특별시 동작구 사당로10길 58-8, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당5동,126.96844109093901,37.4833106701494
야호플라워,"서울특별시 동작구 여의대방로62길 16, (대방동)",소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,대방동,126.92829354148199,37.5139223238912
해맑은어린이집,"서울특별시 동작구 동작대로45길 22, (동작동, 이수교케이씨씨스위첸)",학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.98121183014999,37.497919426387206
성원어린이집,"서울특별시 동작구 여의대방로44길 9, (대방동, 성원아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,대방동,126.924764912909,37.5091507534844
구연회부동산,"서울특별시 동작구 상도로15아길 11-5, (상도동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,상도2동,126.934658174988,37.50384312704671
성덕어린이집,"서울특별시 동작구 등용로 27, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도2동,126.935582260748,37.505671573582795
롯데슈퍼신대방점신대방점신대방점,"서울특별시 동작구 여의대방로 28, (신대방동, 현대아파트)",소매,종합소매점,수퍼마켓,슈퍼마켓,신대방1동,126.91167626950799,37.4952628970615
라엘어린이집,"서울특별시 동작구 성대로10길 44, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도3동,126.93589644134899,37.496285483777
아호래픽스,"서울특별시 동작구 보라매로5가길 7, (신대방동, 캐릭터그린빌)",소매,기타판매업,통신판매,전자상거래업,신대방2동,126.925046471501,37.4918802399792
글라스코드,"서울특별시 동작구 동작대로 115, (사당동)",소매,사진/광학/정밀기기소매,안경원,안경 소매업,사당2동,126.981644631931,37.48686724114471
오션키즈대방센터,"서울특별시 동작구 노량진로 26, (대방동)",소매,의복의류,아동복판매,셔츠 및 기타 의복 소매업,대방동,126.92890701240101,37.5129457489865
애플미술교습소,"서울특별시 동작구 국사봉길 25, (상도동)",학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,상도3동,126.929434967747,37.498155346005994
서울특별시립보라매병원어린이집,"서울특별시 동작구 보라매로5길 20, (신대방동)",학문/교육,유아교육,어린이집,보육시설 운영업,신대방2동,126.92431799318399,37.492999919576505
맞춤형방문요양서비스센터,"서울특별시 동작구 만양로 19, (노량진동, 신동아리버파크)",생활서비스,개인/가정용품수리,가전제품수리,가전제품 수리업,노량진1동,126.94678671030199,37.507574104697106
사당4동청소년독서실,"서울특별시 동작구 사당로22나길 71, (사당동)",학문/교육,도서관/독서실,독서실,독서실 운영업,사당4동,126.97308207621599,37.4804587182807
칠성공인중개사사무소,"서울특별시 동작구 서달로10길 16, (흑석동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,흑석동,126.961682476691,37.505966959679
중앙어린이집,"서울특별시 동작구 동작대로29길 115, (사당동, 사당우성아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,사당2동,126.976203495927,37.4895143629857
아이에프에이,"서울특별시 동작구 국사봉10길 51, (상도동, 경성하이츠1차)",소매,기타판매업,통신판매,전자상거래업,상도3동,126.931778937241,37.4939776796963
삼일공인중개사사무소,"서울특별시 동작구 남부순환로 2029, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당1동,126.97414268245599,37.476485272207796
코코떡볶이,"서울특별시 동작구 만양로 11, (상도동)",음식,분식,라면김밥분식,분식 및 김밥 전문점,상도2동,126.946890049111,37.5058540243579
구립사당4동어린이집,"서울특별시 동작구 사당로22나길 70, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당4동,126.97305724627701,37.48062069215929
동작정이조주니어영어학원,"서울특별시 동작구 상도로 213, (상도동)",학문/교육,학원-어학,학원-어린이영어,외국어학원,상도2동,126.942574221099,37.505518121717294
예성어린이집,"서울특별시 동작구 사당로30길 24, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당1동,126.980770811276,37.483769091524
서울공인중개사사무소,"서울특별시 동작구 현충로 151, (흑석동, 한강현대아파트)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,흑석동,126.970617005438,37.506018127451
노량진4재정비촉진구역조합설립추진위원회,"서울특별시 동작구 장승배기로 143-1, (노량진동)",생활서비스,자동차/이륜차,자동차정비/카센타,,노량진2동,126.939925848463,37.510441133324896
카누,"서울특별시 동작구 사당로23길 24, (사당동)",소매,기타판매업,통신판매,전자상거래업,사당3동,126.976616193449,37.4849586098555
영남유통,"서울특별시 동작구 노들로 688, (노량진동)",소매,음/식료품소매,수산물소매,수산물 소매업,노량진1동,126.944510421835,37.5150054461214
"오세진,오두석부동산","서울특별시 동작구 상도로 30, (대방동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,대방동,126.923883508725,37.499636684873295
YWCA또래또어린이집,"서울특별시 동작구 국사봉1길 100, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도3동,126.93144053704201,37.4970922470505
구립신대방2동어린이집,서울특별시 동작구 보라매로9다길 17,학문/교육,유아교육,어린이집,보육시설 운영업,신대방2동,126.926267861318,37.494243084029605
구립큰별어린이집,"서울특별시 동작구 흑석한강로 28, (흑석동)",학문/교육,유아교육,어린이집,보육시설 운영업,흑석동,126.96509409531099,37.504627304183295
열린공인중개사사무소,"서울특별시 동작구 사당로23길 175, (사당동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,사당3동,126.970883338881,37.489909654219396
수산나어린이집,"서울특별시 동작구 여의대방로 28, (신대방동, 현대아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,신대방1동,126.912854291501,37.493570764846794
아울렛DC백화점사당,"서울특별시 동작구 동작대로29길 24, (사당동)",소매,종합소매점,수퍼마켓,슈퍼마켓,사당2동,126.98064262666901,37.488210179942
스피트메이트21C점,"서울특별시 동작구 시흥대로 616, (신대방동)",생활서비스,자동차/이륜차,자동차정비/카센타,,신대방1동,126.905621231019,37.487070501984
호치킨하우스,"서울특별시 동작구 장승배기로 34, (상도동)",음식,유흥주점,기타일반유흥주점,일반유흥 주점업,상도2동,126.941550256367,37.50113886728629
동부건재철물,"서울특별시 동작구 사당로23길 36, (사당동)",소매,철물/난방/건설자재소매,철물/건설자재소매,철물 및 난방용구 소매업,사당3동,126.976226874306,37.485315658234704
예사랑어린이집,"서울특별시 동작구 양녕로27길 60, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도4동,126.94052456009899,37.499291533253896
구립세움어린이집,"서울특별시 동작구 등용로 24-5, (상도동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도2동,126.935853345452,37.5064939691175
휴먼시아어린이집,"서울특별시 동작구 사당로16길 96, (사당동, 사당휴먼시아)",학문/교육,유아교육,어린이집,보육시설 운영업,사당4동,126.970121856144,37.478657875798795
사당실버요양보호서비스센터,"서울특별시 동작구 사당로 183, (사당동)",생활서비스,개인/가정용품수리,가전제품수리,가전제품 수리업,사당3동,126.969127638626,37.4860108109292
커피팩토리쏘,"서울특별시 동작구 노량진로 196, (노량진동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,노량진1동,126.94749089127599,37.513004687641704
그리다꿈숭실대점,"서울특별시 동작구 사당로 20, (상도동)",음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,상도1동,126.95669836926399,37.495128467544
예담어린이집,"서울특별시 동작구 매봉로 43, (상도1동)",학문/교육,유아교육,어린이집,보육시설 운영업,상도1동,126.951230519521,37.506856764081
이철헤어커커,"서울특별시 동작구 흑석로 11, (상도1동)",생활서비스,이/미용/건강,여성미용실,두발미용업,상도1동,126.951890157276,37.504979427684496
구립큰나무어린이집,"서울특별시 동작구 사당로2가길 219, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당5동,126.96695028510901,37.4856493920423
대우부동산,"서울특별시 동작구 노량진로8길 70, (노량진동)",부동산,부동산중개,부동산중개,부동산 자문 및 중개업,노량진2동,126.938864061666,37.511936347188296
보석디자인,"서울특별시 동작구 신대방1가길 38, (신대방동, 성원상떼빌)",소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,신대방1동,126.90692091056499,37.4878934773084
씨유동작구청2호,"서울특별시 동작구 노량진로8길 72, (노량진동)",소매,종합소매점,편의점,체인화 편의점,노량진2동,126.938978308088,37.5118562793265
선재어린이집,"서울특별시 동작구 노량진로32길 62, (본동)",학문/교육,유아교육,어린이집,보육시설 운영업,노량진1동,126.95686664082301,37.511483997935
농심어린이집,"서울특별시 동작구 여의대방로 112, (신대방동)",학문/교육,유아교육,어린이집,보육시설 운영업,신대방2동,126.920747213076,37.4967427416792
예슬어린이집,"서울특별시 동작구 사당로16아길 46, (사당동)",학문/교육,유아교육,어린이집,보육시설 운영업,사당4동,126.969393479307,37.4806518638344
꿈나무어린이집,"서울특별시 동작구 여의대방로36길 11, (대방동)",학문/교육,유아교육,어린이집,보육시설 운영업,대방동,126.92295266745701,37.5046019801372
엉터리생고기흑석,"서울특별시 동작구 서달로14나길 5-1, (흑석동)",음식,한식,갈비/삼겹살,한식 음식점업,흑석동,126.963854016572,37.5076079169135
유진떡방앗간,"서울특별시 동작구 만양로 12, (상도동)",생활서비스,세탁/가사서비스,방앗간/정미소,,상도2동,126.94719716260299,37.5057306152998
숭실대학교우편취급국,"서울특별시 동작구 상도로 369, (상도동)",생활서비스,운송/배달/택배,우체국/우편물취급소,우편업,상도1동,126.95514236447501,37.4964212381391
세븐일레븐,"서울특별시 동작구 사당로14길 32, (사당동)",소매,종합소매점,편의점,체인화 편의점,사당4동,126.97103712838002,37.4828197078511
아이나라어린이집,"서울특별시 동작구 여의대방로10길 38, (신대방동, 롯데낙천대아파트)",학문/교육,유아교육,어린이집,보육시설 운영업,신대방1동,126.91282718214501,37.4946607825664
초록마을,"서울특별시 동작구 만양로 11, (상도동)",소매,음/식료품소매,유기농식품판매,기타 식료품 소매업,상도2동,126.946890049111,37.5058540243579
지혜샘어린이집,"서울특별시 동작구 사당로17길 52, (사당동, 대림)",학문/교육,유아교육,어린이집,보육시설 운영업,사당3동,126.973950091506,37.48478230649621
